rank_by_lowest_hf,address,hf,is_hf_below_1,total_debt_usd,collateral_usd,available_borrows_usd,liquidation_threshold,ltv,weth_debt_events_tokens,weth_debt_events_usd,weth_debt_share_of_total_debt,weth_share_for_model,is_material_debt_ge_100k
448,0x49ec63c24a95ff3b32581c450f98986174908318,1.0322372677280263,False,782993.2062811,850773.43989601,8226.09282218,0.95,0.93,325.15897029102484,758321.4653849761,0.9684904789745179,0.9684904789745179,True
449,0xc7f804ff2266cd5a67813ab98bac1d586e7d416c,1.0322373592513985,False,562955.80749013,611688.43799879,5914.43984874,0.95,0.93,233.90919649714553,545512.7517963904,0.9690152309263718,0.9690152309263718,True
450,0x905b5545e490160b6813d5aa5ef760f229cd6cfe,1.0322494024543005,False,620894.98203232,674651.02546288,6530.47164815,0.95,0.93,257.9767153654561,601641.9619487746,0.9689915031676917,0.9689915031676917,True
451,0x318e706186a91ee084052789b5176ffb63135a21,1.0322515403897043,False,78.8524973,85.67959137,0.82952267,0.95,0.93,0.03093388626840804,72.14265054448927,0.9149063506513607,0.9149063506513607,False
452,0x0b6240c30ee2b7293fabc1b9755d31607b9f0dea,1.0322535538440656,False,745074.54332305,809585.10023575,7839.59989619,0.95,0.93,309.4143037600101,721602.4458078421,0.9684969809725054,0.9684969809725054,True
453,0x0aa16dc326cab0e5a54f2a380f15c0b20ffbe9e4,1.0322556341117521,False,1276104.29589037,1386595.6306811,13429.64064305,0.95,0.93,529.7518276337472,1235463.9389528197,0.9681527935699061,0.9681527935699061,True
454,0xb378273190f974e017d13db074976d55f57e0d20,1.032262042453365,False,378436.18256511,411205.5860557,3943.89190808,0.95,0.9299,160.74132701080777,374873.86104607163,0.9905867311764635,0.9905867311764635,True
455,0x38f695f70cf2f40e675828c3f884eb443f868d3e,1.032275600669091,False,617540.6835811,671023.34745398,6511.0295511,0.95,0.93,256.5810902093117,598387.1462732658,0.9689841692748673,0.9689841692748673,True
456,0xd2fc1de2ea626c0781fd2e40cfaece6ee30326cd,1.0322847362283474,False,679656.78975153,738525.61045733,7172.02797378,0.95,0.93,282.523110733788,658887.9868361473,0.9694422196194413,0.9694422196194413,True
457,0xf86af231cace88541775b7ef80494ad4ab6a9d7e,1.0324214770779632,False,8.89173864,9.66318099,0.09501968,0.95,0.93,0.003674004562172369,8.56835203077447,0.9636306663613844,0.9636306663613844,False
458,0x4c6caa7197f9237f29c72b71284a9611778b4116,1.0324533318225082,False,14.7477904,16.02779509,0.15805903,0.95,0.93,0.005901510091847632,13.76324256663956,0.9332409936229878,0.9332409936229878,False
459,0x1e24afe3e295f7fd50e1a7555b042c97f8b86ce9,1.032626042773306,False,8.46137166,10.52702739,0.0,0.83,0.0,0.003645276641819209,8.501354037023374,1.0047252831609308,1.0,False
460,0x3fcc5bb17b91b37ee753331009698eec7b472bde,1.032688251223734,False,5216631.07924322,5670688.02789796,57108.78670188,0.95,0.93,2227.598,5195106.191093965,0.9958737952095363,0.9958737952095363,True
461,0x13b87b819252a81381c3ce35e3bd33199f4c6650,1.032728211192459,False,5.64520384,6.13680133,0.0,0.95,0.0,0.002421638437579521,5.64763877488689,1.0004313280717407,1.0,False
462,0xa8c2d5698334dcdcbbb04f25c5bc8d8301a9a660,1.032742140247351,False,5267.42158668,5726.19815054,57.94269332,0.95,0.93,2.171256375264956,5063.70872912941,0.9613258870211322,0.9613258870211322,False
463,0xba2c38bfd5676d46d9c80639f32d49ea8942b712,1.0327755818274988,False,68496.42847133,74464.67238693,755.71684851,0.95,0.93,29.384185357545874,68528.50616279923,1.0004683118840663,1.0,False
464,0x49b902ce185f96a109089d40cb30c59cdb435f32,1.0327861172777355,False,47.03633535,59.94677351,0.0,0.8103,0.7708,0.015658583811803538,36.51826124124025,0.7763840649894561,0.7763840649894561,False
465,0xbe2b3cd292fe2ebc280c93e52e06b3b9e8736d37,1.0328704295564117,False,13.03124141,16.21636616,0.0,0.83,0.0,0.005449626905636494,12.709380452228991,0.9753008214916488,0.9753008214916488,False
466,0x6f5c4ed232a975b9cc0fbd8e93e2b264bea1f6df,1.0332960831837323,False,11.96861323,14.90014599,0.0,0.83,0.0,0.004808513488035068,11.214203905574443,0.9369676912497609,0.9369676912497609,False
467,0x6ef228c25add70e1fe53074eac9bfd17a6b5726f,1.0335129681971806,False,38.02008931,47.34247633,0.0,0.83,0.0,0.015939000526568704,37.172236783938146,0.9776998807354497,0.9776998807354497,False
468,0xa1551154319a5458831f8e042692e01edadb893d,1.033570009548502,False,605574.05177478,658845.45102651,7152.21767987,0.95,0.93,256.4528753714404,598088.1292612129,0.9876383037026969,0.9876383037026969,True
469,0xea76030f13f597133a2b228ba898f67a45d4dd7c,1.033730914755765,False,6.43807454,8.01835745,0.0,0.83,0.0,0.002701404218119748,6.3000962373827125,0.9785683900116373,0.9785683900116373,False
470,0x93c540ecd7dc835b6fcbba8e706e999fdd340543,1.033768066501535,False,224032.44916238,243786.93874126,2689.40386699,0.95,0.93,96.19896780983566,224351.0064408957,1.0014219247243277,1.0,True
471,0x4d5f99110f1ab1a972531b60ff99243f49b5f054,1.0337929685040006,False,1.74955998,2.17913591,0.0,0.83,0.0,0.000734294510411809,1.7124893976052686,0.978811482419293,0.978811482419293,False
472,0x9ad1dce61c9b2035a0f19c95afea42aa3ebe1cde,1.0338131388681637,False,546159.36160667,594343.91994192,6580.48393931,0.95,0.93,225.67711733320493,526314.258428124,0.9636642625328871,0.9636642625328871,True
473,0x3e3382b7db38868b91f462b8af81f7784841b1e5,1.0339402696438433,False,15344.88053907,20327.48320394,0.0,0.7805,0.4873,1.8110452599901246,4223.640191150323,0.275247512054356,0.275247512054356,False
474,0x175d57912c15cea32522bd77cbb0b3ddb301e2f8,1.034018546142662,False,0.94858647,1.18175422,0.0,0.83,0.0,0.000398475024892612,0.9293059469508997,0.9796744696884616,0.9796744696884616,False
475,0x986d9c8f3868b15b4447bc4e2e6628447d9de0b5,1.0341854131308144,False,15.56686847,19.87534358,0.03527624,0.81,0.785,0.0067,15.625445650575001,1.0037629392634677,1.0,False
476,0x81377b59e1c115ac63b21067b589266cdd5ffbd1,1.034209468216645,False,516733.88435657,562537.97447361,6426.43190388,0.95,0.93,220.42911554698904,514075.0992214618,0.9948546336603823,0.9948546336603823,True
477,0xea5d380a6ec5c42fde8969a0eb64bf2f90afadaa,1.034392319076378,False,1124.38195209,1224.265321,0.0,0.95,0.0,0.463,1079.78825913675,0.9603393732260116,0.9603393732260116,False
478,0x974cd2f84384db81a03367f1a189f3828e95451b,1.0344531634041505,False,1.89381793,2.36032042,0.0,0.83,0.0,0.000796950011597751,1.858611804842653,0.9814099736835066,0.9814099736835066,False
479,0xa17b7d51d9cef3297e43fb201212a16327436022,1.0345925436161407,False,216528.691007,235809.44125769,2774.08936265,0.95,0.93,92.67903019293072,216141.96257128933,0.9982139621594158,0.9982139621594158,True
480,0x02034904e0a7464886e4c79e96bacb68cc2f10d9,1.0346250767585492,False,381345.3010029,415315.16981225,4897.80692249,0.95,0.93,159.58285210279226,372172.1167605864,0.9759452018467539,0.9759452018467539,True
481,0xc15b56c86fe736aa8af4c17cbbaf00a947f85f9f,1.0346905942031324,False,6.01132257,7.49380593,0.0,0.83,0.0,0.002531886766574457,5.904755084256604,0.9822722064067515,0.9822722064067515,False
482,0xa425cf9f1e1f1d3229e5672f6612edfaf6c24841,1.0346924048809918,False,5.0709449,6.32152792,0.0,0.83,0.0,0.002135826007453331,4.9810795818726294,0.9822783879731428,0.9822783879731428,False
483,0x4a8a8bf52ab6e14a9f39f2f8a78f904b000de6ec,1.0346967388257997,False,17.34384566,21.62122957,0.0,0.83,0.0,0.007305146254589029,17.036741159788416,0.9822931715242452,0.9822931715242452,False
484,0x1e4eb385c6e7c3ebd43222ea28579c6851a1a451,1.034775249059471,False,0.02330869,0.02538869,0.00030279,0.95,0.93,1.000205623533e-05,0.023326356134200553,1.000757920509499,1.0,False
485,0x3c8d2623b8d6349734c749bf5933af12ca09a4c0,1.0347953698631818,False,3.78285409,4.71624084,0.0,0.83,0.0,0.001593900101597539,3.717223792531092,0.982650587120872,0.982650587120872,False
486,0x7823bf8c30b8aa7b34348fb7ddc07738330517c4,1.0348053913031683,False,596012.5788154,649217.92615019,7760.09250427,0.95,0.93,257.0,599364.1092832499,1.0056232545871955,1.0,True
487,0xcdfa7efe670869c6b6be4375654e0b206ef49c89,1.0348226106840717,False,257568152.36997363,280565629.33112514,0.0,0.95,0.0,110851.89094997202,258523910.0451126,1.0037106981835475,1.0,True
488,0x11ac1a91919d044a17240a0d095ac1aff9aa3f37,1.0349560760464793,False,26309.62693529,28662.42974231,0.0,0.95,0.0,11.24943389407102,26235.43550918552,0.9971800654457412,0.9971800654457412,False
489,0xfd9258e92c1ffc1e47843c181d1c526ead506289,1.035063230819262,False,3.77935954,4.71310373,0.0,0.83,0.0,0.001593900024783326,3.7172236133883594,0.9835591385381554,0.9835591385381554,False
490,0xd34fd8435bcdfffc171fbe4a29071c6a239a2622,1.0350931024633976,False,1.88950371,2.35640031,0.0,0.83,0.0,0.00079695009829137,1.8586120070257024,0.9836508905429471,0.9836508905429471,False
491,0x93ff0e88d4276590b63b6fa9c4883f9602b6dc50,1.0353311809594665,False,128635.03570911,167030.51077345,0.0,0.7973,0.4899,54.996684430574355,128260.8512733976,0.9970911157007134,0.9970911157007134,True
492,0x4acaf39a1a9b42440e57890905d6655dcbb5ed59,1.0354434430754695,False,10459.8776553,13885.3996584,0.0,0.78,0.75,0.12899520510020643,300.83695022060454,0.028761039099551133,0.028761039099551133,False
493,0x7f77bdcdbc1ebd817f0b314d880e4cba0037c8d2,1.0354729950067878,False,1.6793598,2.09509846,0.0,0.83,0.0,0.000709285508574293,1.6541645022340392,0.9849970817653484,0.9849970817653484,False
494,0x3770bf7b3a1120fcdfa00373a777e9443e9d7fad,1.0355306148769283,False,18409.98215928,22968.79535575,0.0,0.83,0.0,7.858446266694643,18327.123140030024,0.9954992341365084,0.9954992341365084,False
495,0x7663fc7bf6181cb883580207effdfef8afbae659,1.035577565270447,False,73.58169271,91.80668697,0.0,0.83,0.0,0.031089533919448797,72.50564515821719,0.985376151157276,0.985376151157276,False
496,0x94ac35f65bf72f20f1930a311e4a13d11dd018c5,1.0356698427861823,False,13755.22505447,14995.65449437,0.0,0.95,0.0,5.372847165879743,12530.31811631341,0.9109496985104919,0.9109496985104919,False
497,0x6d28a71eec51feeb99fe2f146faab9311d40649d,1.0359110750225666,False,2.39723963,2.99196034,0.0,0.83,0.0,0.00101405184999356,2.3649271744685683,0.9865209739038764,0.9865209739038764,False
498,0x59a3afc503202b13f47ba61e42ec69717402192d,1.035970070347454,False,1.88434396,2.35195656,0.0,0.83,0.0,0.00079726287725428,1.8593414563817612,0.9867314544748832,0.9867314544748832,False
499,0x79ba321ef193fda8b2b4258b252763be28af8ae2,1.036067007677402,False,222.97259925,243.17321442,3.17849016,0.95,0.93,0.09599780251546607,223.88185757911148,1.0040778926745704,1.0,False
500,0x17ff605319696b29d34179745cbf7986411f2ffe,1.0361705601077182,False,18.82027681,23.49520092,0.0,0.83,0.0,0.007969501850783234,18.586122094264223,0.9875583808835713,0.9875583808835713,False
501,0x2dae3799b1ab608db3f58de045c2293886788854,1.0361840295274711,False,3.76381437,4.69880041,0.0,0.83,0.0,0.001593900078350293,3.717223738314886,0.9876214321151248,0.9876214321151248,False
502,0xc742747eeba424cc4e5eb80b372f5458ed68c146,1.0363068236236401,False,0.3800532,0.47452015,0.0,0.83,0.0,0.000161726817201259,0.37717217797294783,0.9924194243672935,0.9924194243672935,False
503,0x8c16747be48a94514c1e08d341d45c9a631d830f,1.0363515853898624,False,1136339.83916504,1239629.04616879,16515.17377193,0.95,0.93,480.2800088666502,1120087.936657242,0.9856980262878581,0.9856980262878581,True
504,0xfc32b64601c82452f48cba9cbde017733c91929f,1.0363860683505022,False,1128.32666732,1408.89402236,0.0,0.83,0.0,0.48608352031348917,1133.6226310893423,1.0046936440684515,1.0,False
505,0x357945888577fe7fecbca7bb1a5f683fb4f906b3,1.036584801137973,False,93456.28618744,101974.06929758,1379.5982593,0.95,0.93,40.23080608944748,93824.51851186319,1.003940155761001,1.0,False
506,0xafd55f8005db9696a6cf420e347c1e8e5dd8bedb,1.0366350676284453,False,131844.81813613,145890.74109742,0.0,0.9368,0.058,55.20430339370828,128745.05109794653,0.9764892766966166,0.9764892766966166,True
507,0x4662d3e7954b984a2bec33cd4809942d249c8965,1.0368056492635038,False,4.3163361,5.39180922,0.0,0.83,0.0,0.001832985184137608,4.274807518365881,0.9903787423703824,0.9903787423703824,False
508,0x685462bfb6a80f69e9084672523955421927b564,1.036815678513476,False,558302.0396187,609322.4294976,8367.81981406,0.95,0.93,233.1882832041409,543831.4694861484,0.9740811082430677,0.9740811082430677,True
509,0xef417fce1883c6653e7dc6af7c6f85ccde84aa09,1.0368382161894976,False,243731076.08864808,266010204.3807374,3658413.98543772,0.95,0.93,103837.51552919064,242165291.84956804,0.9935757710333558,0.9935757710333558,True
510,0x90ec3e5d6ddbddcb9983975a96fcc05797075053,1.0368478608738412,False,531191.03574115,579751.88328797,7978.21571666,0.95,0.93,220.45595109415655,514137.68390560645,0.9678960097439339,0.9678960097439339,True
511,0xd33c671c77c553a9c72e0b3dce646e41c3038df1,1.036951530103969,False,971569.90698772,1060495.68595146,14691.08094713,0.95,0.93,401.5,936360.6610008749,0.9637604605354557,0.9637604605354557,True
512,0xb5ff0f5e06bfa3711007e275c7904c2c1969f20c,1.037006368640499,False,763836.20166975,833792.63761021,11590.95130774,0.95,0.93,324.9745058658052,757891.2655565083,0.9922170013672486,0.9922170013672486,True
513,0x328c9417a862df04255c9744af4d59e326063dde,1.0370893933239673,False,10866880.79896244,11863080.85802087,165784.39899696,0.95,0.93,4653.8547545299525,10853515.601877289,0.99877009812361,0.99877009812361,True
514,0x3c31dd8aab7f8957c9a6fa1110bb59a270748d92,1.037133945952559,False,5.14649862,6.43085352,0.0,0.83,0.0,0.002188402416199548,5.103695972524335,0.9916831518599212,0.9916831518599212,False
515,0x9f40733898c9cd9ae764d084910d22eecc9ccbd1,1.03727299841126,False,0.18732457,0.23410448,0.0,0.83,0.0,7.9695008998405e-05,0.18586119876517357,0.992188044340225,0.992188044340225,False
516,0x009ff94a057c75f661e3e28f89b9b9d84e57fc67,1.0372921138061786,False,13187.82938374,14399.73495363,0.0,0.9499,0.0,5.569454457560965,12988.837004473362,0.9849109073619055,0.9849109073619055,False
517,0xc344fc5a2d6596abb3dd79877171ff4f773da14f,1.0372978174655552,False,0.93679667,1.17076764,0.0,0.83,0.0,0.000398582288983826,0.9295561035520226,0.9922709306300401,0.9922709306300401,False
518,0xe524b801568f9968370476226e298435b97f0acb,1.0373304127435496,False,18.76002134,23.44619359,0.0,0.83,0.0,0.007965112958468449,18.57588651242379,0.9901847218487113,0.9901847218487113,False
519,0x736dbce1295114f4680adcda7b76f8b556ba8006,1.0374983858677749,False,89.86624376,98.1432451,1.40697418,0.95,0.93,0.036828000026594525,85.88864370670558,0.9557386635195619,0.9557386635195619,False
520,0xe723340c9cf3e5369bd13459cc282b8c1f67e279,1.0375326784728036,False,4.3787848,5.4736534,0.0,0.83,0.0,0.001864426529396882,4.3481336424747985,0.9930000767507,0.9930000767507,False
521,0x50ac9aabf9bf9ecbd6d2640be43f81c8d7037cc9,1.0375819252384282,False,0.01871737,0.02339856,0.0,0.83,0.0,7.970798998262e-06,0.018589147244626947,0.9931495314046229,0.9931495314046229,False
522,0xda632e0b993fc65eb62b84cff3e9b1b9e51c63b1,1.037699406219607,False,1100.19718195,1201.76206572,0.0,0.95,0.0,0.420794064972469,981.3574316883343,0.8919832260876791,0.8919832260876791,False
523,0xe848c8f66a8d502c0e68727fd3e8a71353b04f82,1.0379121979314725,False,51.78238322,64.7536954,0.0,0.83,0.0,0.02207551618969924,51.48354901948268,0.9942290373301725,0.9942290373301725,False
524,0xe1689b006dcb37a04a6cbf7c03af6d9c82836a75,1.0380442113150992,False,0.00018683,0.00023366,0.0,0.83,0.0,7.9695015228e-08,0.00018586121329356134,0.9948146084331282,0.9948146084331282,False
525,0x8bf7865de9c806a1a63f66d3a421024e3cc5878a,1.0380846397063073,False,387.335465,507.1715262,0.0,0.7928,0.5508,0.04703040761838968,109.68225047246813,0.2831712052818818,0.2831712052818818,False
526,0x472a5510945657cfe158e363b0b3bee971b64760,1.0382594744516658,False,2.24035683,2.80249603,0.0,0.83,0.0,0.000956340024641428,2.230334190821521,0.9955263201628112,0.9955263201628112,False
527,0x3aafc1883b8b1c020f8184a16e9a81779ce57ad3,1.0382806286347197,False,5178.70154709,6478.24758774,0.0,0.83,0.0,2.2124806237077492,5159.850110253092,0.9963598140063699,0.9963598140063699,False
528,0x3907bd25f7071238dbb6795cc838e834b816ea59,1.038416915243957,False,0.55977224,0.70033369,0.0,0.83,0.0,0.000239085000997894,0.5575835356657108,0.9960900091539209,0.9960900091539209,False
529,0x7d60cd0f3b5c2110309cb3f41141f5911fb7b0c7,1.0384272678475577,False,0.55975698,0.70032158,0.0,0.83,0.0,0.000239085001294256,0.5575835363568733,0.9961171656258281,0.9961171656258281,False
530,0x35bb437ff8c48a68759514e43d360af823e9504d,1.0384839649221396,False,1966515.03011128,2149678.23741994,32685.73068926,0.95,0.93,811.4265252930687,1892373.2940898158,0.962297905235299,0.962297905235299,True
531,0x1128a42ea6d0260c468d10ebe4c8f5c347cf09a7,1.038587221295466,False,3448.82383445,3770.42564522,0.0,0.95,0.0,1.3128117919291036,3061.6819857048035,0.8877467022588772,0.8877467022588772,False
532,0xd22922bc82782095759a9be11356dfd5de7c6545,1.0386358982220976,False,10.46357151,13.09378433,0.0,0.83,0.0,0.00447160969639436,10.428491683820038,0.996647432843897,0.996647432843897,False
533,0x1a33fa365a5d46f1ccf53f2745b31fe9af505723,1.0387254512495914,False,3.72892249,4.66665867,0.0,0.83,0.0,0.001593900017700231,3.717223596869476,0.996862661221332,0.996862661221332,False
534,0xf7462251c14d2fb83c7ab96367a7985423c83010,1.0388036279135453,False,171730520.54085588,187783460.80139232,0.0,0.95,0.0,73719.95990546218,171926451.77095035,1.001140922588934,1.0,True
535,0x65690a7f05b96d041ce4d12bef23c91cd37bd0af,1.0388296924699634,False,1873.9501843,2345.43987188,0.0,0.83,0.0,0.7952694177167482,1854.6923976264889,0.9897234265697917,0.9897234265697917,False
536,0x06a2284655e9ba81504999bfb941abf34458e49b,1.038835425369296,False,420.69843957,526.54993063,0.0,0.83,0.0,0.17987161643984517,419.48868160624977,0.9971244058689955,0.9971244058689955,False
537,0x53c61aee0c74889dcaa52e0928524757088657a8,1.0388989685832164,False,0.2458463,0.30772225,0.0,0.83,0.0,0.000105127902637358,0.24517467597298173,0.9972681141549893,0.9972681141549893,False
538,0xec0613d758d02f52d4c5c205633635d2348ae41d,1.0389361409722764,False,0.70035501,0.87665558,0.0,0.83,0.0,0.000299508522686803,0.6985006183771119,0.9973522119547797,0.9973522119547797,False
539,0xd70132025cae8f931d8dcb31871dfc422539c8f8,1.0391782315077,False,126.27464751,158.09863239,0.0,0.83,0.0,0.05403321041510008,126.01387950257154,0.9979349139944517,0.9979349139944517,False
540,0x70e8990f7f5f0d6551444aec56855d31b87c2d55,1.039268422014858,False,1035.63711906,1132.95258369,0.0,0.95,0.0,0.44000000000000006,1026.14866959,0.9908380558253723,0.9908380558253723,False
541,0xcda6fbd2dacd6e8e4a7814fba854d67ec1e3a56a,1.039273839024218,False,74.90672704,93.79349612,0.0,0.83,0.0,0.0318,74.16256293855001,0.9900654569908973,0.9900654569908973,False
542,0x64855b96431a811342d2562825129efa56ba6784,1.0394162504989222,False,791.05691422,999.92831166,0.0,0.8222,0.0,0.337,785.93659466325,0.9935272425223681,0.9935272425223681,False
543,0x985b5a108682be938132453b79b2892af356b403,1.0396957082782143,False,994.49062572,1088.38698472,17.70927006,0.95,0.93,0.40515080003410386,944.8748964507269,0.9501094047685448,0.9501094047685448,False
544,0x2243243732586e4db64b31fb582e1eef2d291bde,1.040243316210012,False,0.01870159,0.0234388,0.0,0.83,0.0,8.02770718508e-06,0.018721866017790738,1.0010841868413722,1.0,False
545,0x89ba676831f47ba4ff6e97203deb5d1de1c4d7b3,1.0402793667764918,False,4568.47936332,5002.62612548,0.0,0.95,0.0,1.780546755555786,4152.512918991729,0.9089485994687782,0.9089485994687782,False
546,0xe0d2dc82b7919c56827ad3a49d2936e468c2bb33,1.0407653673661679,False,2123.88623876,2326.80762266,0.0,0.95,0.0,0.905,2110.60124086125,0.9937449578718932,0.9937449578718932,False
547,0x68c0f9a2b370e55e724d3df3d7ce53c7080e5f30,1.0410147094510924,False,126.12807564,158.1941952,0.0,0.83,0.0,0.052,121.27211549699999,0.9614997682446207,0.9614997682446207,False
548,0x88d74928a1b7c57eb7581ab1ce307fcdea027e52,1.04116072222621,False,59.3661202,74.46948504,0.0,0.83,0.0,0.025583119757127057,59.663827960767215,1.0050147754268641,1.0,False
549,0x10a1fcbf71af928b7a214fe79d0592a6ce4902ec,1.0413586400795065,False,4764592.03390962,5222788.50627976,92601.27693055,0.95,0.93,2036.3670234310366,4749125.708842515,0.9967539035961461,0.9967539035961461,True
550,0x3edc842766cb19644f7181709a243e523be29c4c,1.041376701645819,False,88012079.10380693,96477609.09696144,1712097.3563672,0.95,0.93,37450.051801999994,87339365.52886108,0.992356576713153,0.992356576713153,True
551,0x417d2a0fc1895dbb4af6a59f2dce8d6f57d983dd,1.0413928166012003,False,909.29707652,1140.88607668,0.0,0.83,0.0,0.39,909.5408662275,1.0002681078756275,1.0,False
552,0x9087f0ef2a79f67171bfde8ef38418180338aad7,1.0415246210861668,False,3344563.16620399,3666784.08882038,65546.03639896,0.95,0.93,1411.3687002687939,3291532.0774586145,0.9841440911383459,0.9841440911383459,True
553,0x983466b4bd9013b21b3eff99b9aff20d6b22fa02,1.041556968943446,False,49.91458579,54.72514177,0.0,0.95,0.444,0.0204836747538,47.77112635665031,0.9570574532589008,0.9570574532589008,False
554,0x2e15d7aa0650de1009710fdd45c3468d75ae1392,1.0420427262133927,False,37574733.51093396,41215239.73102668,755439.43892085,0.95,0.93,15669.622606533338,36544005.43334448,0.9725685858213861,0.9725685858213861,True
555,0x41af94b5c1a1d2b39a3797fc44792d3729fbf977,1.0423005922575042,False,68643.68940775,75313.00855204,1397.40854564,0.95,0.93,28.447982261217735,66345.13443151931,0.9665146935419358,0.9665146935419358,False
556,0xb9d267038ef8bfcbfeae93dc0c6b055472cd32b9,1.0426219496844564,False,68602.3704432,75290.88128891,0.0,0.95,0.0,29.312233422296188,68360.70302045629,0.996477272998259,0.996477272998259,False
557,0xd61cce40844f400d5c0b3d7987d1b92308390a47,1.0426563080563593,False,142.19046857,185.31973625,1.43232702,0.8,0.775,0.06002351188660045,139.98419742398772,0.9844836917115429,0.9844836917115429,False
558,0x4e08f1a6ab06efaef99c2f057474c48ea1e1e450,1.0427152931279382,False,31266.40462824,34317.85080736,0.0,0.95,0.0,13.360612257901947,31159.032939440745,0.9965659086781511,0.9965659086781511,False
559,0xa122687285dc5012141055a801045f069112e7c6,1.0429893916872075,False,46981345.72496136,51580047.57718299,0.0,0.95,0.0,20248.242719931983,47222062.110440016,1.0051236588004069,1.0,True
560,0x5617007a51331f4e7241de852cdc4bbbe723cae4,1.042997904050708,False,5.45894409,7.02921882,0.05899268,0.81,0.785,0.002331450003878289,5.437305272034787,0.9960360799435825,0.9960360799435825,False
561,0x737a349c8326be1558497871aceaf7e2478fadcf,1.0431737690854905,False,58.58879329,64.33504455,1.24279814,0.95,0.93,0.025077292333109867,58.484159464864085,0.9982140983068554,0.9982140983068554,False
562,0x8c5d68ab8d42ecec6081053bb0a21c8fc8bd9ce8,1.0433935092922604,False,63683.44451264,81117.86822273,0.0,0.8191,0.1628,27.39720121583186,63894.54904117135,1.00331490437031,1.0,False
563,0xa73ea33426059fe06baa3ca21a4fe0ccd9c990dc,1.0434065288014513,False,13.85517245,18.07072174,0.14963689,0.8,0.775,0.005903293909836637,13.767402708585488,0.9936652003624458,0.9936652003624458,False
564,0x87837f7f9fbb498e854a216da4dba1ca4d0f822a,1.0435015262537204,False,9.05158154,11.80667394,0.09859076,0.8,0.775,0.003843514206236314,8.963674975635588,0.9902882646556357,0.9902882646556357,False
565,0x655e4696dafe3d07052fb3b7669d62bd549cd8ef,1.043782832615185,False,4.43577824,5.71603602,0.05131003,0.81,0.785,0.001860422883337486,4.338796515026257,0.9781364802912818,0.9781364802912818,False
566,0xf82d8c60402200114e2d5a8bdc40b1ef8f8ab0de,1.0440374160494905,False,3176135.47291254,3502750.82474952,68812.89113541,0.9466,0.9264,1218.985134216138,2842863.5766497217,0.8950699996567824,0.8950699996567824,True
567,0x8cb04249117d37fb42f3c805c1a60cfe801a0f6e,1.044092346970825,False,31399068.91463539,34508976.37450562,0.0,0.95,0.0,13417.271584341774,31291171.331363685,0.9965636693379334,0.9965636693379334,True
568,0x2f881f41af772808b848c382370710dca0415bf9,1.0440960107302324,False,10558792.90924633,11604624.79439027,233508.14953662,0.95,0.93,4317.413032252644,10068880.997992225,0.9536015228762477,0.9536015228762477,True
569,0x449be7d5da3415cc23576d13ed56ea0f24947095,1.0444043890638808,False,14194148.65171616,15604664.36934476,318189.21177446,0.95,0.93,6000.0,13992936.4035,0.9858242820225902,0.9858242820225902,True
570,0xb2f52747c6df63955f271de1fdb867b7dd6685b9,1.044455131806727,False,214696.86846502,236043.41689592,4823.50924818,0.95,0.93,88.3730359662123,206099.71200990447,0.95995676827249,0.95995676827249,True
571,0xd23b2ca9f8f0c724ae6435359bd2c950502886b4,1.0452177768054751,False,15372.48903641,19741.2902723,0.0,0.8139,0.2349,5.768965750131981,13454.128475927748,0.8752082010962192,0.8752082010962192,False
572,0x7ba004608bfba3d8a0fe9944ddfea18c9f39c86a,1.045743561394688,False,68.60474685,75.51891821,0.0,0.95,0.0,0.027621557086754584,64.41778194676694,0.9389697492450836,0.9389697492450836,False
573,0x2abef489c13c68642af02e1148e4f150992b178a,1.045923184927818,False,5807779.36540499,6394201.14865521,138827.70284435,0.95,0.93,2500.0,5830390.168125,1.0038931924402459,1.0,True
574,0xf0bb20865277abd641a307ece5ee04e79073416c,1.0463291036274125,False,1214737292.7964997,1337910508.1205804,29519479.75563994,0.95,0.93,507259.4367349705,1183008173.0512788,0.9738798504554216,0.9738798504554216,True
575,0xe399a960a10279c936e5c1f1cb0ad71dc93ad765,1.0463592264192647,False,44358.76782524,55921.93492353,0.0,0.83,0.0,8.55989738146192,19963.016613213804,0.45003541784257833,0.45003541784257833,False
576,0xd07c1ee0db1c071cb51e7d376a3f9c0dacf3adfc,1.046359887576298,False,2273457.80261798,2504057.94816506,55316.08917552,0.95,0.93,979.74789991749,2284925.00916802,1.005043949589403,1.0,True
577,0xa78256847f588b9695a99cc67c4eb4fad89e602a,1.0466458585715013,False,6054950.84316805,6835199.56310917,122019.0020137,0.9271,0.9037,2600.0,6063605.77485,1.00142939751389,1.0,True
578,0x60e0b69884405613c7d945737d1ce6d66443c989,1.0468166882449563,False,33078.56141145,36449.67379857,819.63522122,0.95,0.93,13.654977374371692,31845.538331802414,0.9627244043563279,0.9627244043563279,False
579,0xe5ee631dde83f222d7c65c7163d9a0a6e966b1ca,1.0476236680288304,False,27469.43163748,30292.23866392,702.35031996,0.95,0.93,11.75,27402.8337901875,0.9975755651528795,0.9975755651528795,False
580,0x55ad8ee1878b1f4b367671b279c20ba0e852476c,1.047637620225716,False,3355.23886095,4283.8299814,0.0,0.8205,0.1418,1.2070964999999994,2815.137426231238,0.839027426331776,0.839027426331776,False
