address,rank_by_lowest_hf,hf,total_debt_usd,collateral_usd,usdc_debt_events_usd,usdc_share_for_model,is_material_debt_ge_100k,days_to_liq_current_observed_apr,days_to_liq_interim_u_current,days_to_liq_target_u_current,days_to_liq_interim_u_pinned,days_to_liq_target_u_pinned,hf_7d_interim_u_current,hf_30d_interim_u_current,hf_7d_target_u_current,hf_30d_target_u_current
0x272a1bb55b5759fbae94385bbeb996357178d7ec,6356,2.3688830551126228,8738.03035163,25286.7555058,1625.475464,0.18602309657768384,False,inf,2076.519194087543,1774.1945157636844,1886.6096685658054,1629.6673010420393,2.3635164574074574,2.345912661013031,2.3629506971596554,2.343472314112581
0x06f1799935b6f00e53352473823ea28152d4efe9,6357,2.3692949730883703,48565.09467043,140892.37542402,39803.73342,0.8195955076400878,False,3015.243410620157,1101.6447275024748,914.3433660479524,982.3009981893321,829.541212029823,2.35686055341211,2.3164086713184195,2.3543843428300057,2.3059637602080842
0x4900a8c8796d80d5b5761e052d5b18edcd70f72e,6358,2.3693379742688845,31.72446842,96.36665095,29.651503,0.9346572055185913,False,2907.2166569913306,1025.8155102594992,849.19036634458,913.1561945143216,769.5519399651232,2.35562443451538,2.311100018755683,2.3528040193737305,2.2992508715075486
0x887548ea0379a2d34309ce804ac980fb6cc6ce32,6359,2.3695990283103336,749426.17610532,2276717.07677857,564465.366117,0.753196757885427,True,3083.089564483621,1151.881704960422,957.6397913091995,1028.2007500944271,869.4573959636772,2.357901739037356,2.3198052995685794,2.355624224364023,2.3101761736106297
0x7f2f3925933add974d8a82d292aeccc6311ade6a,6360,2.369710642814553,202537.55667797,578259.52244511,186714.094693,0.9218739366441112,True,2919.256025841138,1033.8336338402667,856.0617316315552,920.4552054269232,775.87181373123,2.356136984101292,2.3120568576991825,2.3533543252583446,2.300361125927202
0x0bad2b483360c1e5f16993dd5edeeefa1f378cfe,6361,2.369911251269933,1899.70231881,5424.24807158,380.0,0.20003133977224247,False,inf,2026.9815969440785,1729.368897957091,1839.8724382584446,1587.5443291153756,2.364385576926573,2.3462610136102824,2.3637770403840372,2.3436374634670845
0xea43467683be1c70733fe667a507d800e441c201,6362,2.370043195372883,10020.68896064,28941.99886735,9854.0,0.9833655189483744,False,2865.4086698822885,997.5158239387472,824.9309439821736,887.3895785744561,747.2369210895328,2.355784444892507,2.3095295991167193,2.3528177120756544,2.2970868508385824
0x4d3b6d83d01f1da2f25aee55b9e31d0c6e55e27f,6363,2.3705196252451226,16713.1548396,48555.20629165,8000.0,0.47866486469956415,False,3413.721957982867,1436.090412540513,1204.6054174159833,1289.2671908806296,1097.9146285893885,2.3618782342247746,2.3336146765034065,2.360426016336371,2.3274153047424266
0x322d7b707939a28349a664b2703328c6f61c20b4,6364,2.3706939657835013,10228.86353501,29217.78768102,2500.0,0.24440642808884205,False,inf,1888.9321052359128,1605.2739621752478,1710.197483225878,1471.2222434848973,2.364669898071962,2.3449157248423758,2.3639264724804905,2.3417156864693913
0xa7fb0f2130cdebd4516d91114293bcb7590e47f9,6365,2.3706945274371747,261223.79204824,746122.66776524,260000.0,0.9953151585518137,True,2856.062783915362,991.0777799003578,819.4103223911827,881.5265944426498,742.1581517936128,2.3562991043860784,2.3096107909868495,2.353295879430961,2.297020223872866
0x3a79f34f8120769f14e12ecc8e1d8d813844d56b,6366,2.3707071634271073,456.53570324,1303.99091811,407.53,0.8926574572542516,False,2947.445686813806,1052.7661691905257,872.2953813793999,937.695854925264,790.8060101545019,2.3574526289391127,2.3143869202838734,2.3547561828835355,2.3030420012094712
0xbc6b07c2e155ea98f8cea23bc64601613367e4e5,6367,2.3713131366452522,3573.46383148,10863.84836784,3540.0,0.9906354637802112,False,2860.932715235663,994.0105583112978,821.911923106478,884.1882548745698,744.4544483473193,2.356965957900018,2.310430250443464,2.35397592352773,2.2978929431745616
0x290e645e09927575c823e87b76f60f6702c11cc6,6368,2.3719119088897607,347.15054308,1055.65449655,324.446546,0.9345989872907446,False,2910.9181558041646,1027.1275839746197,850.2765768109067,914.3242117934199,770.5362885452304,2.358184118846343,2.3136133904635203,2.355360813851439,2.3017520782956926
0xe0e815acd79acd7cd1253ce2f06037914a8e7c79,6369,2.3720462629977184,66328.46717789,209865.22327287,21153.588818,0.31892171970847777,False,inf,1707.5456945568928,1443.6309937096212,1540.7926325759697,1320.1998367567455,2.3651849076737888,2.3426996377307177,2.3642150479846453,2.338535948996901
0x02f1f44aea88e9a96bb885bdd7746a8101729a0a,6370,2.372134363673854,201405.76311341,612514.78426061,44616.298548,0.22152443831945817,True,inf,1957.9849174768965,1667.1171637297605,1774.9028558675027,1529.1085587384462,2.3663628205663656,2.3474339216341584,2.3656884212414324,2.3445286420640223
0xa7619367ee5528431c94f2eb672058a3bc35a5c4,6371,2.3723238869285335,82083.36067525,249651.68878111,77816.0,0.948011866958845,False,2899.5365834292656,1019.2495538907108,843.516442532909,907.1466277559438,764.3153438795341,2.3584445327249663,2.3133923286179616,2.355580623013691,2.3013660451446225
