rank_by_lowest_hf,address,hf,is_hf_below_1,total_debt_usd,collateral_usd,available_borrows_usd,liquidation_threshold,ltv,usdc_debt_events_usd,usdc_debt_share_of_total_debt,is_material_debt_ge_100k
1817,0x9e35b84ce2abbe295f6f1753217271a599011c76,1.4415828886844289,False,6110.77954006,11293.84002753,2133.72368003,0.78,0.73,5822.364615,0.9528022696336436,False
1818,0x608fbb31e6aefa14ac0fb149468b5c564f046f09,1.4416152895977754,False,2341.63909593,4140.37399097,0.0,0.8153,0.2142,2033.493395,0.8684059804665938,False
1819,0x2cc0cf68b88b6ef51246652c18da467121a7fb64,1.4418859178145353,False,66642.48065739,122602.68981034,16126.59523357,0.7837,0.6751,64930.662063,0.9743134022397744,False
1820,0xf2358dcade03074f9203e3619a64c6580af44298,1.4422936873546381,False,11013.55961501,20022.67307618,0.0,0.7933,0.5352,4485.152486,0.4072391345562193,False
1821,0xd7778fc337fa05b7c86e494354cd51188637bc7b,1.44234226321565,False,2326.93093252,4302.86003533,814.15689327,0.78,0.73,2237.711256,0.9616577891190875,False
1822,0x603732c8ca6934402ab899686656f2e66a6a8ecc,1.442420093278976,False,37688.99786904,69696.62541131,14193.17008713,0.78,0.7444,5162.347501,0.13697226758158676,False
1823,0x868e5dc0a8ddf78ee5533965172eb896d2463ea3,1.4425195023879838,False,71.37127008,124.04150482,0.0,0.83,0.0,70.0,0.9807868056927816,False
1824,0x4364c4514d6478f8c111aa32ebb7c1b151af3633,1.4425197880559217,False,16.43315929,28.56043067,0.0,0.83,0.0,16.0,0.9736411433519306,False
1825,0x60f7a8117a4c45073c9163fd805a8a33cbddd1ee,1.4427870574433712,False,1819764.23695192,3366067.03675967,637464.69988263,0.78,0.73,34653.021217,0.019042588327289767,True
1826,0xd24503a41aa9799ecd2f1131c2237e69d2dfa070,1.4428842954279857,False,280430.36080921,544951.39558607,0.0,0.7425,0.2195,264128.842302,0.9418696375807157,True
1827,0x4debdd6cee25b2f931d2fe265d70e1a533b02453,1.4429111590182337,False,11172284.68452222,20349931.79494182,4136969.00481251,0.7921,0.7523,10515791.897404,0.941239164087207,True
1828,0x25a51cafbe2278de3e717253faed8e93775879df,1.4429289234301705,False,7659.64161941,13316.04630814,0.0,0.83,0.0,7494.236911,0.9784056857189174,False
1829,0x9aedd23c11ef9c96980f2dfb13b1edb82d401bd6,1.443133569948698,False,9054.118564,15760.29893157,0.0,0.829,0.0136,2761.052956,0.3049499447663738,False
1830,0x4b040c7131e187308460925d47a216f89167a2a0,1.4431550393807013,False,4157.25263939,7691.74371348,1457.72027145,0.78,0.73,3248.400696,0.7813815944745285,False
1831,0x2314ed6c3e79b05365fb14b6bb832f03555104eb,1.4436092048835527,False,1938.90574777,3942.28476744,0.0,0.71,0.0,1830.789418,0.9442384809605375,False
1832,0xca1c2842d2ec911b59419dfacb226c169df56243,1.4438902960307978,False,5898.82075249,10551.51828577,0.0,0.8072,0.4403,931.562753,0.15792355660354154,False
1833,0xa09cb01004efdb1c3bb6d3a6476e8a7b473838a4,1.44403508622956,False,3668.98161515,6792.48485001,1337.0797193,0.78,0.737,3600.916568,0.981448517793345,False
1834,0x5245c1f018b6646333ae5c442dcbc3b6145beed4,1.4443046320157935,False,6148.49390036,11207.96317611,0.0,0.7923,0.5435,1300.0,0.21143389276581762,False
1835,0x9ea2cdb7aa00f7e7b13a98c7b9f12ea57a0a01c5,1.4444256218986564,False,363.16062009,631.99819822,0.0,0.83,0.0,200.0,0.550720504746454,False
1836,0xeef050313a00f940f5e8c27b63b8e0858073e76e,1.444426487710754,False,492421.81305549,904145.65379385,79721.55666525,0.7866,0.6328,119294.456477,0.24226070680495412,True
1837,0xcab549422a33783b899a1118efd637a1a7f7b751,1.444668162195176,False,2011.0674685,3500.39173948,0.0,0.83,0.0,2000.0,0.9944967194421106,False
1838,0x966027366ad8280058c229d8d1eb21beb48ff1c5,1.4447569494093928,False,13071.11559928,22934.28058641,0.0,0.8234,0.0986,12000.0,0.9180547680766438,False
1839,0x8e4d71e3e4cd76d5b3e4bcde90ca1e2df2e2f027,1.4447978004483584,False,27159.17421907,50320.74793466,3365.39147809,0.7797,0.6066,25061.845094,0.9227764029880796,False
1840,0x334368af3b67ac0d23df1518592ae3eac6e6916b,1.4450381614706869,False,2066.30420763,3807.43010066,477.82058563,0.7842,0.6682,2000.0,0.9679116911318449,False
1841,0x09a7136e6e0073f240dd0033a48b7c2ce3193db4,1.445123806489698,False,169817.53023937,314624.81501051,59858.5847183,0.78,0.73,60659.926068,0.35720650266492204,True
1842,0x027580f5e3f4324b9141342ac7e66beb74c57193,1.445532580534521,False,2850911.50222077,5087759.82800091,1142979.96275994,0.81,0.785,2693723.916675,0.9448640950715848,True
1843,0xa9549225504bb86b8f32932fb19bbcde9ced1971,1.4455329097819223,False,11987.58366502,22215.95730327,4247.8379322,0.78,0.7308,462.812015,0.038607615006725195,False
1844,0xd60ef9598ff5c7ee01c7bc28f48627c8ea5691e7,1.4456461029968732,False,153.11386432,283.78007855,54.04559302,0.78,0.73,150.0,0.9796630805849679,False
1845,0xf2fa0fcd7074d9695dd1c81594fa662c8bb1b8d9,1.4457865775164274,False,961.95446723,1759.80403902,57.85197338,0.7903,0.5795,679.0,0.7058546148813232,False
1846,0xcb6b07f51702f1574af97c0c9acd926c5e62dd07,1.4458030803536923,False,25325.65300046,46943.47066671,8943.08058623,0.78,0.73,25000.0,0.9871413779358785,False
1847,0x73849dd5790f29bdac8502760602e4360bb6bc1e,1.4458245370942258,False,118475.09918878,211152.14532301,0.0,0.8112,0.2739,111588.823435,0.9418757544755687,True
1848,0xc0517748103e81b8df0d03511ba369771d1a2294,1.4459557931582119,False,7224.951912,13378.01949273,2534.31330794,0.7809,0.7295,3000.604061,0.4153112847735726,False
1849,0x79b136c11a54750f173509d9fbf85b76e697c8e9,1.4460027947354708,False,16254.81991955,29911.97585192,3050.36929527,0.7857,0.6454,11998.172549,0.7381301428365599,False
1850,0xd3f2e68b1c58adad70312c550b0dc13afbd8dc1b,1.4461549985416986,False,304.11666796,563.84594809,107.49087414,0.78,0.73,297.627243,0.9786613966162042,False
1851,0x3fdb1de0d42b85d4207f5928a0c6c41b47594979,1.4463068876170475,False,83688.54855744,155178.62076064,32695.41701304,0.78,0.75,37434.971823,0.447312953424044,False
1852,0x85f6332c917da0b6ba6ce47e70792af73a373341,1.4464196924805282,False,547.16097937,953.52339219,0.0,0.83,0.0,530.0,0.9686363245607187,False
1853,0xa03335791a592afc626276d1ebe195a12a7c086e,1.4464706856186882,False,17655.32296257,32396.69932669,6953.20984598,0.7882,0.7596,5000.0,0.28320071009747044,False
1854,0x1e0a6bd3d1a0e91c639dcc22e0cc1516a6109932,1.4469713711050036,False,20961.68710963,38885.84761243,7424.98164744,0.78,0.73,20357.145986,0.9711597105486673,False
1855,0x2efa1ce54043cd94933f3222595c1fb2382acf2b,1.4470861603854406,False,14579.47345054,25963.83562847,0.0,0.8125,0.2442,7035.752182,0.48257930616413364,False
1856,0xc03b89e7e6ce0b4029a07761c3798cc85f422bee,1.4471794791664776,False,1102.8597223,2046.19994681,390.86623887,0.78,0.73,744.7395,0.6752803506567955,False
1857,0x9abab420b38a945b42fe267de031ba42b7588eb5,1.4471837540208985,False,1540.91199771,2686.72627646,0.0,0.83,0.0,90.068043,0.05845112708178864,False
1858,0x3869ef735ce6b0d11cac512e3f00acc4841581ac,1.4471855149771704,False,10020.54043288,18435.20281495,1652.62998954,0.7866,0.6332,9279.698904,0.9260677072417067,False
1859,0x3e19607e9bb51cdae0e7624d91c360dd78ce3f06,1.4471982860368486,False,857.44434289,1632.75260974,269.15495783,0.76,0.69,800.0,0.9330051642811182,False
1860,0x8b752ae8c176ddd20a133b3f29f83727f6bcccba,1.4472573875898438,False,49661.04331233,92143.98917806,17594.85438873,0.78,0.7299,3019.39815,0.06080013524907831,False
1861,0x2c08557dbcf0e8df7eeb54da1ffa386449fe99fe,1.44734227231392,False,206.39056122,359.90094441,0.0,0.83,0.0,200.0,0.9690365626110777,False
1862,0x8a4d5984b6fced1316674a50137fccec5f7ec90d,1.4473652980615206,False,12286.10569182,22798.05516238,4356.47457671,0.78,0.73,9626.134657,0.7834976271943527,False
1863,0x7ce496cde62ea97bcb9797370f3b8f118070861b,1.447635838350641,False,103.40680823,191.91718144,36.69273422,0.78,0.73,101.0,0.9767248571810986,False
1864,0xeb35e113237e7152daefa7c68bcfdd682c3cbf3d,1.4476972566433748,False,2560.96751322,4753.21236313,908.87751186,0.78,0.73,2459.876463,0.9605262270223435,False
1865,0x644b62742d8db1ef82e56117d3bee95e129fc1df,1.4479433812739086,False,22223.77108608,39162.25702384,0.0,0.8216,0.0323,21548.075886,0.969595835132444,False
1866,0x4903796ee31856c05afecc84913de84871e633ec,1.448012650976605,False,6.16650259,11.44765867,2.19028823,0.78,0.73,6.0,0.9729988615799803,False
1867,0x6c74b370fc55c759153dbf76755e0589c3832ea7,1.4480168573989616,False,1194.95948252,2084.72466819,0.0,0.83,0.0,1170.451957,0.9794909150657418,False
1868,0x5eb8ed7b09204437a009e75805d3f2a2f72cc6ea,1.4481056660689477,False,2120242.55027581,3936327.2442242,753276.33800785,0.78,0.73,1962086.416905,0.9254065845673004,True
1869,0x13f6fa4102d74f40219c026f747af4bda3e13b20,1.448171808492256,False,17379.01526958,32266.41022149,6175.4641921,0.78,0.73,5338.884619,0.30720294194948516,False
1870,0xe7f2eae0783af5e30855c5a5bed943f09173d924,1.4482817987613916,False,1744.93417548,3044.76675468,0.0,0.83,0.0,50.0,0.028654376023236464,False
1871,0xd8044daf06ec31f7ac431806cfc7d9f47b74cfd5,1.448410899962089,False,249973.4615306,464184.98254125,88881.57572451,0.78,0.73,240999.970028,0.9641022233014063,True
1872,0x0267a0414d1ae8b00055680f7f7354fc35bcbd1e,1.4484878808261008,False,13123.61633166,24371.02462695,4667.23164601,0.78,0.73,11375.295093,0.8667805279828038,False
1873,0x725671825734c75194d56822a6227b3e7769db48,1.448519918613215,False,6143.27739034,10721.27670539,0.0,0.83,0.0,5906.676126,0.9614861499316238,False
1874,0x536b42cb48ad77d8c6c3aa1e994107d20ddcca7a,1.4486799533556878,False,7132.07087156,12448.2989127,0.0,0.83,0.0,5400.507556,0.7572145108001072,False
1875,0x9520222ee3c3ef10f9da626931cff4bd131b8f9f,1.4486825126852427,False,48.26128046,89.63732873,12.48593722,0.7799,0.6777,33.862618,0.7016518765610886,False
1876,0x6260d02275bb79a7f00af44959893c479ffa751e,1.4487396396629533,False,12382.51765671,22998.77457449,4406.58778266,0.78,0.73,11000.0,0.8883492279164388,False
1877,0x965cc423e416827efc108e64103f7ea727c5a1ce,1.4487545416962573,False,5058764.41640334,9396035.79953302,1800341.71725576,0.78,0.73,4062986.410276,0.803157861453585,True
1878,0xbfef061243c3da14d20aa9cb054350a9192d3a93,1.4487995646010197,False,2440.66260091,4260.27820908,0.0,0.83,0.0,2224.104458,0.9112707578551592,False
1879,0x81064b1fce9b3a546a5a6e56dc2861d58db7ce25,1.4489125594833425,False,40130.15109713,70064.87574793,0.0,0.8298,0.0018,20095.978319,0.5007700636451681,False
1880,0x12eb4650692b82c6bde1f7a86e55da7d65a5e4d7,1.4490186650884047,False,19781.99894187,36596.36077141,5107.18601876,0.7832,0.6801,13089.893017,0.6617072953782399,False
1881,0xa601d32d1f17eccefb45609d55c20a568dcb727c,1.4491462032282765,False,28437.86986754,51500.76864818,0.0,0.8001,0.4351,2498.656587,0.08786370423095774,False
1882,0xafc8f8f709a2ee9e4bedaa624896148af54b5736,1.4491810012119124,False,5.16593414,9.01972724,0.0,0.83,0.0,1.81797,0.35191505557986075,False
1883,0x76749190135161af4860236b46ad90c5df28ae87,1.4492258817236316,False,14690.84219333,27512.31370101,3626.8562688,0.7738,0.6658,13297.447746,0.905152173783295,False
1884,0x9e496a37a8101b25ba5035aa915ae9d9fc5247e2,1.449274608958381,False,42.11387024,73.53561786,0.0,0.83,0.0,41.482807,0.9850153111931136,False
1885,0xad2a02d03b03cc7b41e70eee41cbebe75ead63fa,1.4493636299047525,False,4088.41288054,7139.27341336,0.0,0.83,0.0,3981.013583,0.9737308093193819,False
1886,0x02bcb960141ff81986cdec872b04186483f53ce2,1.4497027085833116,False,39185.28340767,68442.18252133,0.0,0.83,0.0,33929.372252,0.8658702783647285,False
1887,0xf42eb13b54b8777862cd30f7baffaa84aaf7b15c,1.4500526098364195,False,1177093.18834475,2107218.57997528,477073.39693584,0.81,0.785,55704.133008,0.04732346899936798,True
1888,0x2ea3b8e80e1c88d9447f760a45db7db79bb5d3a1,1.450075681343622,False,12572.99410744,25678.58168574,0.0,0.71,0.0,10899.34,0.8668850002522769,False
1889,0x00f18e4f00ad2d8a6b0a92227f765dfc3a6fe00a,1.4501011232954233,False,10491.55674821,19504.89516115,3747.01671942,0.78,0.73,10000.0,0.9531473965201718,False
1890,0x55c43521a729f67d314e6a48d40642382409a535,1.4502747301172663,False,176484.6106967,328142.52711283,69622.28463792,0.78,0.75,166861.306479,0.9454722755728642,True
1891,0xf49c5fccb273549afae97b2f57b4ee2818b7e897,1.4506957844486092,False,23008.09499436,45924.32983296,0.0,0.7267,0.0,21652.197357,0.9410686700618903,False
1892,0x297174673c81fde14bfe0d65f870c11ef22a20cd,1.4507992113811978,False,78369.2651773,145818.16121668,27655.11984334,0.7797,0.7271,70096.7,0.8944412052533041,False
1893,0x21ab2fbd8fe7424bef0655f7bb12cdd15980f777,1.4509204388339145,False,2054.24196441,3821.20724676,735.23932572,0.78,0.73,1362.878321,0.6634458572125572,False
1894,0x75cd58a01883c6a115a1293c4dd4ce67d11928f0,1.45109498441727,False,6132.25380964,10721.06354981,0.0,0.83,0.0,5923.344827,0.9659327566788589,False
1895,0xb11e483428b51667016bc19662a63684b7ba4bed,1.4511363085714073,False,1034.82070477,2115.02239092,0.0,0.71,0.0,1000.0,0.9663509778945336,False
1896,0xe106c0c99ad34ef61f993103b1d64ee868929d38,1.4511716356380844,False,55614.13708961,99024.17629011,0.0,0.815,0.0758,52183.998474,0.9383225418011416,False
1897,0x338fd8f0b84070ec96e9752f881fb840d5f8194f,1.4511954057852605,False,2014.04054806,3747.13639048,720.99430335,0.78,0.7299,940.721568,0.46708174217551807,False
1898,0x016b9716c9c9d78324c44b88900a53f911607a4e,1.4512094948433456,False,3025.55583683,5423.66441228,0.0,0.8095,0.0,2998.5911,0.9910876750308956,False
1899,0x421eb0b6d255f7df5030526156a649ec32b2a28c,1.4513372126544837,False,2034.70521796,3785.95307642,729.04052782,0.78,0.73,1473.583779,0.724224701442216,False
1900,0xa3834ccdc244f42a572eb7f24f8aff478ce57308,1.4514558659815244,False,135251.61391435,241248.01859121,0.0,0.8137,0.0004,120360.016833,0.8898970840319858,True
1901,0x4c79e418abd8927f114a8aa0384db63ed9ecab61,1.4516964049769188,False,34790.43974452,60849.58590926,0.0,0.83,0.0,34050.0,0.978717149022624,False
1902,0x6063d095dbbfc4e347c4700f794d3e4fc3c73514,1.4519724731390093,False,36573.04422966,63979.58250646,0.0,0.83,0.0,35000.0,0.9569889719930863,False
1903,0x3283d8061fe222cde68c4bef7421ee13eb2cc1be,1.4520601905020125,False,2123.2729505,3902.68370252,803.73982639,0.79,0.75,2064.0,0.9720841588049044,False
1904,0xb9b572ea2eb76c93e3ea9460d79d3f79157eb089,1.452555714112095,False,1.37254229,2.40204114,0.0,0.83,0.0,1.305559,0.9511976494363609,False
1905,0x4eb54e8ba88ca6c2fd1d7f5361de26a1c6c53f19,1.4533407312148352,False,11958.72272031,22282.17797786,4307.26720352,0.78,0.73,10433.004459,0.8724179582557919,False
1906,0xc5ebbd2e976c2561045b8b43d467e0f55e75c508,1.4533902144246968,False,1553.74582803,2761.84392025,0.0,0.8176,0.1842,1500.510016,0.9657371166701713,False
1907,0xe8981ca28fb21962ac2be379e1cac89c0af39d79,1.4535640742841038,False,23790.78569711,41664.37516664,0.0,0.83,0.0,16367.981906,0.6879966939464429,False
1908,0x62095889f2f17b1df4a9b645dbcf3b8c8c03ec01,1.4535877241180428,False,2465.32800346,4536.16521741,936.79590959,0.79,0.75,1110.821596,0.4505776085133505,False
1909,0x30c4e819bc579ee4e1d56f7e941a9652664bbfe3,1.4538796807048506,False,67708.17851195,121530.30241489,27693.10888373,0.81,0.785,4937.637792,0.07292527875533594,False
1910,0x5e6e509c958343bf0f3671601b3195247ac50534,1.453882001934166,False,47209.30606792,82694.89206741,0.0,0.83,0.0,46625.0,0.9876230744192817,False
1911,0x3193ec207c7323a13f1b89dc9d0dddadac30071a,1.4538854842215292,False,41782.09736433,73273.01150398,0.0,0.829,0.0094,40030.0,0.9580658350141658,False
1912,0x7030392f0f06f7c47eaf650bc6575dbafcb39098,1.4540546085912,False,41927.70341573,78160.47484524,15129.44322129,0.78,0.73,36632.957936,0.8737172549798286,False
1913,0x87b37234a8fad56b2d3fcb45c663be60486bedfe,1.454288518575214,False,34.99719168,54.72689682,14.80428442,0.93,0.91,34.286388,0.9796896937760237,False
1914,0xf4e21c51186ef52252f40d279560dd72722179f8,1.454480950400695,False,804.19921489,1647.45413857,0.0,0.71,0.0,800.0,0.9947783897170623,False
1915,0x2409ca4172586af841dd1ee6bdec3b87bff967e4,1.4545097656746462,False,5047.21251427,8844.8432427,0.0,0.83,0.0,5005.0,0.9916364698037476,False
1916,0xa955b1916aaccbc0e64c3a3501da7e0d5941d033,1.4546879833574429,False,174662.00805108,321753.09032966,9927.73987104,0.7896,0.5737,98497.0,0.5639291629533683,True
1917,0xe986eabe4430df37e35ed4badd331ce97e895c01,1.4546923873791318,False,9885.44952501,18200.00494168,1786.21364408,0.7901,0.6413,5059.483333,0.5118111543839866,False
1918,0x4a4ffceebc80782400f2ddf1878dd4b2d33661ba,1.454707540747239,False,89079.3840138,158503.82513948,0.0,0.8175,0.1818,80807.481188,0.9071400984932886,False
1919,0x784f99e298604199b0be861b3e61dc63ecf82d72,1.4547596587023837,False,3507.96420616,6148.48772445,0.0,0.83,0.0,3482.180978,0.992650088015515,False
1920,0x05a7e512bf4c58129119fd9918fe8be778ec4bbc,1.454784973825572,False,10617.91685651,19558.14688655,862.71536589,0.7897,0.587,10010.0,0.9427461276326271,False
1921,0x86eda35d17b432d4f8b5b1f65cf2f6cbbb90bd91,1.4549973631086448,False,1014.77728493,1778.91358279,0.0,0.83,0.0,1000.0,0.9854379033217922,False
1922,0xaabc53acd1b6676fd902907604a208a0a0936c70,1.4550803870560773,False,5232.2177254,9172.64746149,0.0,0.83,0.0,4432.303767,0.847117608558836,False
1923,0xe40d278afd00e6187db21ff8c96d572359ef03bf,1.4551026694357483,False,121127019.6421479,221545232.94535285,0.0,0.7955,0.5251,81342393.907195,0.671546234254828,True
1924,0xa470ca0a3e5ff250cc8612b62f8a0703f92deb3a,1.4552050578308982,False,3283144.18085489,5894841.67256926,0.0,0.8104,0.285,682519.9,0.2078860575115773,True
1925,0x2b68e33073242dfb8201871da26b61140ef92192,1.4552266940331902,False,21607.1066568,40311.84408692,7820.53952665,0.78,0.73,21138.140847,0.97829576086938,False
1926,0xc43f51edd7d33bb35e9c5bb4c00c4051dfaffea9,1.4552664477012096,False,5621.18208095,10099.15762818,2306.65665717,0.81,0.785,1832.829256,0.3260576209070682,False
1927,0xdbdfa97c07e54763dcf6784048d7dfa0724381ae,1.4553089611873091,False,87295.03587942,156841.04689196,35825.18593076,0.81,0.785,84000.0,0.9622540291526839,False
1928,0xef49fe20949593ed1767aa27e6d61649d6574835,1.455616859322762,False,34186.89885414,61141.07655373,0.0,0.8139,0.5025,1482.740476,0.04337159922946452,False
1929,0xe393b1007fee883729e2cdcac1b5c8993db515ba,1.4556702585882366,False,3547.60860313,6221.86546107,0.0,0.83,0.0,2252.152658,0.6348368464359232,False
1930,0xb42ed32fb47bead323c48bdff9c6845f06ab43bf,1.4557064406036455,False,3753.71067499,7005.51385352,1360.31443807,0.78,0.73,1665.0,0.44356109038809594,False
1931,0x2eb83f605c3f4022bee216aa438e651c199cc258,1.4557120379446102,False,10079.13566415,19305.6830505,3241.78564069,0.76,0.69,10000.0,0.9921485664260404,False
1932,0xa23524c12a63e288ac0073c0c3a1c3f2ec006421,1.455887353190904,False,12433.24424366,21808.91934154,0.0,0.83,0.0,5180.191102,0.4166403394384776,False
1933,0x6f4decae898cb12f43de6e06ab9909af69de91da,1.4565539687779658,False,1629.67425936,2920.29352137,0.0,0.8128,0.2506,800.0,0.4908956470320475,False
1934,0x0d0a730a3cb7604902a0cb892dae9d7d2847b869,1.4567353818574837,False,17073.89885628,31120.79419147,6739.73285903,0.7992,0.7652,850.0,0.04978359115014665,False
1935,0x40c499fd31cd01e7d8d16fdcefa049daf7ccf67b,1.457172089214723,False,113822.5567849,199830.18418074,0.0,0.83,0.0,107277.150941,0.9424946510710579,True
1936,0x78912275e6e1c06e64d7459bc566f9832336cfe3,1.4571974989245733,False,122445.62666654,214972.84449727,0.0,0.83,0.0,83000.0,0.6778518944252414,True
1937,0x4a422127e4a94d027aaf8df1ae690f7cf11648f5,1.4572756352668326,False,416529.24517404,778202.46201053,151558.55209364,0.78,0.73,406690.0,0.9763780207799602,True
1938,0x8b40ea62e079b4fc5385e10c64037d70199092e9,1.4573637456593618,False,69241.51310033,121578.39876219,0.0,0.8299,0.0,55670.40103,0.8040032422361185,False
1939,0x8566432e7d4ccd08eb2077690e8da6977df44baf,1.457441943413884,False,51608.45572726,90622.08194184,0.0,0.83,0.0,50637.248223,0.9811812329864581,False
1940,0xddd9cbcaa0941f0fa06a316a6e1a58a62e87646f,1.4574770750234338,False,1802.89236634,3697.28636431,0.0,0.7107,0.0,1642.006059,0.9107621118466375,False
1941,0xd1f48e0d88803c475e1e7de017743a3bbb068352,1.4575113118415357,False,4268.11139876,8761.71921675,0.0,0.71,0.0,3679.264796,0.8620357934117943,False
1942,0x09afd91a8b1f64b257d82caa8f34ba93cb14b13a,1.457637520466318,False,756172.06678447,1415646.84296107,273286.31741682,0.7786,0.7272,496100.0,0.656067609201177,True
1943,0xa6b7cbf96152fe15b6bf2c55838f728e67323c31,1.4577336437060406,False,3842.50768655,7181.22144985,1399.78397184,0.78,0.73,2568.201289,0.6683659470583552,False
